,five_stars,four_stars,three_stars,two_stars,one_star,zero_star
85,"['parks', 'museums', 'view-points']",['theatres'],"['malls', 'zoo', 'restaurants', 'pubs-bars']",[],"['churches', 'resorts', 'beaches', 'burger-pizza', 'hotels-lodgings', 'juice-bars', 'art-galleries', 'dance-clubs', 'swimming-pools', 'gyms', 'bakeries', 'beauty-spas', 'cafes', 'monuments', 'gardens']",[]
86,"['parks', 'museums', 'view-points']",['theatres'],"['malls', 'zoo', 'restaurants', 'pubs-bars']",[],"['churches', 'resorts', 'beaches', 'burger-pizza', 'hotels-lodgings', 'juice-bars', 'art-galleries', 'dance-clubs', 'swimming-pools', 'gyms', 'bakeries', 'beauty-spas', 'cafes', 'monuments', 'gardens']",[]
87,"['parks', 'museums', 'view-points']",['theatres'],"['malls', 'zoo', 'restaurants', 'pubs-bars']",[],"['churches', 'resorts', 'beaches', 'burger-pizza', 'hotels-lodgings', 'juice-bars', 'art-galleries', 'dance-clubs', 'swimming-pools', 'gyms', 'bakeries', 'beauty-spas', 'cafes', 'monuments', 'gardens']",[]
88,"['parks', 'museums']",['theatres'],"['malls', 'zoo', 'restaurants', 'pubs-bars']",[],"['churches', 'resorts', 'beaches', 'burger-pizza', 'hotels-lodgings', 'juice-bars', 'art-galleries', 'dance-clubs', 'swimming-pools', 'gyms', 'bakeries', 'beauty-spas', 'cafes', 'view-points', 'monuments', 'gardens']",[]
89,"['parks', 'museums', 'burger-pizza']",['theatres'],"['malls', 'zoo', 'restaurants', 'pubs-bars']",['beaches'],"['churches', 'resorts', 'hotels-lodgings', 'juice-bars', 'art-galleries', 'dance-clubs', 'swimming-pools', 'gyms', 'bakeries', 'beauty-spas', 'cafes', 'view-points', 'monuments', 'gardens']",[]
90,"['parks', 'museums', 'malls', 'view-points']",['theatres'],"['zoo', 'restaurants']",['pubs-bars'],"['churches', 'resorts', 'beaches', 'burger-pizza', 'hotels-lodgings', 'juice-bars', 'art-galleries', 'dance-clubs', 'swimming-pools', 'gyms', 'bakeries', 'beauty-spas', 'cafes', 'monuments', 'gardens']",[]
91,"['parks', 'museums', 'malls', 'view-points']",['theatres'],"['zoo', 'restaurants']","['beaches', 'pubs-bars']","['churches', 'resorts', 'burger-pizza', 'hotels-lodgings', 'juice-bars', 'art-galleries', 'dance-clubs', 'swimming-pools', 'gyms', 'bakeries', 'beauty-spas', 'cafes', 'monuments', 'gardens']",[]
92,"['parks', 'museums', 'malls']",['theatres'],"['zoo', 'restaurants']","['beaches', 'pubs-bars']","['churches', 'resorts', 'burger-pizza', 'hotels-lodgings', 'juice-bars', 'art-galleries', 'dance-clubs', 'swimming-pools', 'gyms', 'bakeries', 'beauty-spas', 'cafes', 'view-points', 'monuments', 'gardens']",[]
93,"['parks', 'museums', 'malls', 'view-points']",['theatres'],"['zoo', 'restaurants']",['pubs-bars'],"['churches', 'resorts', 'beaches', 'burger-pizza', 'hotels-lodgings', 'juice-bars', 'art-galleries', 'dance-clubs', 'swimming-pools', 'gyms', 'bakeries', 'beauty-spas', 'cafes', 'monuments', 'gardens']",[]
94,"['parks', 'museums', 'view-points']",['theatres'],"['malls', 'zoo', 'restaurants']",['pubs-bars'],"['churches', 'resorts', 'beaches', 'burger-pizza', 'hotels-lodgings', 'juice-bars', 'art-galleries', 'dance-clubs', 'swimming-pools', 'gyms', 'bakeries', 'beauty-spas', 'cafes', 'monuments', 'gardens']",[]
95,"['parks', 'museums', 'view-points']",['theatres'],"['malls', 'zoo']","['restaurants', 'pubs-bars']","['churches', 'resorts', 'beaches', 'burger-pizza', 'hotels-lodgings', 'juice-bars', 'art-galleries', 'dance-clubs', 'swimming-pools', 'gyms', 'bakeries', 'beauty-spas', 'cafes', 'monuments', 'gardens']",[]
96,"['parks', 'museums']",['theatres'],"['malls', 'zoo']","['restaurants', 'pubs-bars']","['churches', 'resorts', 'beaches', 'burger-pizza', 'hotels-lodgings', 'juice-bars', 'art-galleries', 'dance-clubs', 'swimming-pools', 'gyms', 'bakeries', 'beauty-spas', 'cafes', 'view-points', 'monuments', 'gardens']",[]
97,"['parks', 'museums']",['theatres'],"['malls', 'zoo']","['restaurants', 'pubs-bars']","['churches', 'resorts', 'beaches', 'burger-pizza', 'hotels-lodgings', 'juice-bars', 'art-galleries', 'dance-clubs', 'swimming-pools', 'gyms', 'bakeries', 'beauty-spas', 'cafes', 'view-points', 'monuments', 'gardens']",[]
98,"['parks', 'museums', 'malls']",['theatres'],['zoo'],"['beaches', 'restaurants', 'pubs-bars']","['churches', 'resorts', 'burger-pizza', 'hotels-lodgings', 'juice-bars', 'art-galleries', 'dance-clubs', 'swimming-pools', 'gyms', 'bakeries', 'beauty-spas', 'cafes', 'view-points', 'monuments', 'gardens']",[]
99,"['parks', 'museums', 'malls', 'view-points']",['theatres'],['zoo'],"['beaches', 'restaurants', 'pubs-bars']","['churches', 'resorts', 'burger-pizza', 'hotels-lodgings', 'juice-bars', 'art-galleries', 'dance-clubs', 'swimming-pools', 'gyms', 'bakeries', 'beauty-spas', 'cafes', 'monuments', 'gardens']",[]
100,"['parks', 'museums', 'malls', 'view-points', 'monuments']",['theatres'],['zoo'],"['restaurants', 'pubs-bars']","['churches', 'resorts', 'beaches', 'burger-pizza', 'hotels-lodgings', 'juice-bars', 'art-galleries', 'dance-clubs', 'swimming-pools', 'gyms', 'bakeries', 'beauty-spas', 'cafes', 'gardens']",[]
101,"['parks', 'theatres', 'museums', 'malls', 'monuments']",[],['zoo'],"['restaurants', 'pubs-bars']","['churches', 'resorts', 'beaches', 'burger-pizza', 'hotels-lodgings', 'juice-bars', 'art-galleries', 'dance-clubs', 'swimming-pools', 'gyms', 'bakeries', 'beauty-spas', 'cafes', 'view-points', 'gardens']",[]
102,"['museums', 'malls', 'monuments']",['theatres'],['zoo'],"['restaurants', 'pubs-bars']","['churches', 'resorts', 'beaches', 'parks', 'burger-pizza', 'hotels-lodgings', 'juice-bars', 'art-galleries', 'dance-clubs', 'swimming-pools', 'gyms', 'bakeries', 'beauty-spas', 'cafes', 'view-points', 'gardens']",[]
103,"['museums', 'malls', 'monuments']",['theatres'],['zoo'],"['restaurants', 'pubs-bars']","['churches', 'resorts', 'beaches', 'parks', 'burger-pizza', 'hotels-lodgings', 'juice-bars', 'art-galleries', 'dance-clubs', 'swimming-pools', 'gyms', 'bakeries', 'beauty-spas', 'cafes', 'view-points', 'gardens']",[]
104,"['theatres', 'museums', 'malls', 'monuments']",[],['zoo'],"['restaurants', 'pubs-bars']","['churches', 'resorts', 'beaches', 'parks', 'burger-pizza', 'hotels-lodgings', 'juice-bars', 'art-galleries', 'dance-clubs', 'swimming-pools', 'gyms', 'bakeries', 'beauty-spas', 'cafes', 'view-points', 'gardens']",[]
105,"['theatres', 'museums', 'malls', 'monuments']",[],['zoo'],"['restaurants', 'pubs-bars']","['churches', 'resorts', 'beaches', 'parks', 'burger-pizza', 'hotels-lodgings', 'juice-bars', 'art-galleries', 'dance-clubs', 'swimming-pools', 'gyms', 'bakeries', 'beauty-spas', 'cafes', 'view-points', 'gardens']",[]
106,"['theatres', 'museums', 'malls', 'monuments']",[],['zoo'],"['restaurants', 'pubs-bars']","['churches', 'resorts', 'beaches', 'parks', 'burger-pizza', 'hotels-lodgings', 'juice-bars', 'art-galleries', 'dance-clubs', 'swimming-pools', 'gyms', 'bakeries', 'beauty-spas', 'cafes', 'view-points', 'gardens']",[]
107,"['theatres', 'museums', 'malls', 'monuments']",[],['zoo'],"['restaurants', 'pubs-bars']","['churches', 'resorts', 'beaches', 'parks', 'burger-pizza', 'hotels-lodgings', 'juice-bars', 'art-galleries', 'dance-clubs', 'swimming-pools', 'gyms', 'bakeries', 'beauty-spas', 'cafes', 'view-points', 'gardens']",[]
108,"['theatres', 'museums', 'malls', 'monuments']",[],['zoo'],"['restaurants', 'pubs-bars']","['churches', 'resorts', 'beaches', 'parks', 'burger-pizza', 'hotels-lodgings', 'juice-bars', 'art-galleries', 'dance-clubs', 'swimming-pools', 'gyms', 'bakeries', 'beauty-spas', 'cafes', 'view-points', 'gardens']",[]
109,"['theatres', 'museums', 'malls', 'burger-pizza', 'monuments']",[],['zoo'],"['restaurants', 'pubs-bars']","['churches', 'resorts', 'beaches', 'parks', 'hotels-lodgings', 'juice-bars', 'art-galleries', 'dance-clubs', 'swimming-pools', 'gyms', 'bakeries', 'beauty-spas', 'cafes', 'view-points', 'gardens']",[]
110,"['museums', 'malls', 'monuments']",['theatres'],['zoo'],"['restaurants', 'pubs-bars']","['churches', 'resorts', 'beaches', 'parks', 'burger-pizza', 'hotels-lodgings', 'juice-bars', 'art-galleries', 'dance-clubs', 'swimming-pools', 'gyms', 'bakeries', 'beauty-spas', 'cafes', 'view-points', 'gardens']",[]
111,"['theatres', 'museums', 'malls']",[],"['zoo', 'restaurants']","['pubs-bars', 'burger-pizza']","['churches', 'resorts', 'beaches', 'parks', 'hotels-lodgings', 'juice-bars', 'art-galleries', 'dance-clubs', 'swimming-pools', 'gyms', 'bakeries', 'beauty-spas', 'cafes', 'view-points', 'monuments', 'gardens']",[]
112,"['resorts', 'malls']",['museums'],"['zoo', 'restaurants']","['pubs-bars', 'burger-pizza']","['churches', 'beaches', 'parks', 'theatres', 'hotels-lodgings', 'juice-bars', 'art-galleries', 'dance-clubs', 'swimming-pools', 'gyms', 'bakeries', 'beauty-spas', 'cafes', 'view-points', 'monuments', 'gardens']",[]
113,"['malls', 'burger-pizza']",['museums'],"['zoo', 'restaurants']",['pubs-bars'],"['churches', 'resorts', 'beaches', 'parks', 'theatres', 'hotels-lodgings', 'juice-bars', 'art-galleries', 'dance-clubs', 'swimming-pools', 'gyms', 'bakeries', 'beauty-spas', 'cafes', 'view-points', 'monuments', 'gardens']",[]
114,"['museums', 'malls', 'burger-pizza']",[],['zoo'],"['restaurants', 'pubs-bars']","['churches', 'resorts', 'beaches', 'parks', 'theatres', 'hotels-lodgings', 'juice-bars', 'art-galleries', 'dance-clubs', 'swimming-pools', 'gyms', 'bakeries', 'beauty-spas', 'cafes', 'view-points', 'monuments', 'gardens']",[]
115,"['theatres', 'malls', 'burger-pizza']",['museums'],"['zoo', 'restaurants']",['pubs-bars'],"['churches', 'resorts', 'beaches', 'parks', 'hotels-lodgings', 'juice-bars', 'art-galleries', 'dance-clubs', 'swimming-pools', 'gyms', 'bakeries', 'beauty-spas', 'cafes', 'view-points', 'monuments', 'gardens']",[]
116,"['theatres', 'malls', 'gardens']",['museums'],"['zoo', 'restaurants']","['pubs-bars', 'burger-pizza']","['churches', 'resorts', 'beaches', 'parks', 'hotels-lodgings', 'juice-bars', 'art-galleries', 'dance-clubs', 'swimming-pools', 'gyms', 'bakeries', 'beauty-spas', 'cafes', 'view-points', 'monuments']",[]
117,"['theatres', 'malls', 'hotels-lodgings']",['museums'],"['zoo', 'restaurants']","['pubs-bars', 'burger-pizza']","['churches', 'resorts', 'beaches', 'parks', 'juice-bars', 'art-galleries', 'dance-clubs', 'swimming-pools', 'gyms', 'bakeries', 'beauty-spas', 'cafes', 'view-points', 'monuments', 'gardens']",[]
118,"['theatres', 'malls', 'hotels-lodgings', 'view-points', 'gardens']",['museums'],"['zoo', 'restaurants']","['pubs-bars', 'burger-pizza']","['churches', 'resorts', 'beaches', 'parks', 'juice-bars', 'art-galleries', 'dance-clubs', 'swimming-pools', 'gyms', 'bakeries', 'beauty-spas', 'cafes', 'monuments']",[]
119,"['malls', 'zoo', 'hotels-lodgings', 'gardens']",['museums'],"['restaurants', 'pubs-bars']",['burger-pizza'],"['churches', 'resorts', 'beaches', 'parks', 'theatres', 'juice-bars', 'art-galleries', 'dance-clubs', 'swimming-pools', 'gyms', 'bakeries', 'beauty-spas', 'cafes', 'view-points', 'monuments']",[]
120,"['resorts', 'malls', 'zoo', 'gardens']",['museums'],['restaurants'],"['pubs-bars', 'hotels-lodgings']","['churches', 'beaches', 'parks', 'theatres', 'burger-pizza', 'juice-bars', 'art-galleries', 'dance-clubs', 'swimming-pools', 'gyms', 'bakeries', 'beauty-spas', 'cafes', 'view-points', 'monuments']",[]
121,"['resorts', 'zoo', 'hotels-lodgings', 'juice-bars', 'gardens']","['museums', 'malls']","['restaurants', 'pubs-bars']",['burger-pizza'],"['churches', 'beaches', 'parks', 'theatres', 'art-galleries', 'dance-clubs', 'swimming-pools', 'gyms', 'bakeries', 'beauty-spas', 'cafes', 'view-points', 'monuments']",[]
122,"['resorts', 'zoo', 'restaurants', 'hotels-lodgings', 'juice-bars']",['malls'],[],"['pubs-bars', 'burger-pizza']","['churches', 'beaches', 'parks', 'theatres', 'museums', 'art-galleries', 'dance-clubs', 'swimming-pools', 'gyms', 'bakeries', 'beauty-spas', 'cafes', 'view-points', 'monuments', 'gardens']",[]
123,"['churches', 'resorts', 'beaches', 'zoo', 'hotels-lodgings', 'juice-bars']",['malls'],"['restaurants', 'pubs-bars']",['burger-pizza'],"['parks', 'theatres', 'museums', 'art-galleries', 'dance-clubs', 'swimming-pools', 'gyms', 'bakeries', 'beauty-spas', 'cafes', 'view-points', 'monuments', 'gardens']",[]
124,"['museums', 'zoo', 'restaurants', 'juice-bars']",['malls'],['pubs-bars'],"['burger-pizza', 'beauty-spas']","['churches', 'resorts', 'beaches', 'parks', 'theatres', 'hotels-lodgings', 'art-galleries', 'dance-clubs', 'swimming-pools', 'gyms', 'bakeries', 'cafes', 'view-points', 'monuments', 'gardens']",[]
125,"['zoo', 'juice-bars']",['malls'],"['restaurants', 'pubs-bars']","['burger-pizza', 'hotels-lodgings']","['churches', 'resorts', 'beaches', 'parks', 'theatres', 'museums', 'art-galleries', 'dance-clubs', 'swimming-pools', 'gyms', 'bakeries', 'beauty-spas', 'cafes', 'view-points', 'monuments', 'gardens']",[]
126,"['zoo', 'restaurants', 'juice-bars']",['malls'],['pubs-bars'],"['burger-pizza', 'hotels-lodgings']","['churches', 'resorts', 'beaches', 'parks', 'theatres', 'museums', 'art-galleries', 'dance-clubs', 'swimming-pools', 'gyms', 'bakeries', 'beauty-spas', 'cafes', 'view-points', 'monuments', 'gardens']",[]
127,"['beaches', 'museums', 'malls', 'zoo', 'restaurants', 'juice-bars']",[],['pubs-bars'],"['burger-pizza', 'hotels-lodgings']","['churches', 'resorts', 'parks', 'theatres', 'art-galleries', 'dance-clubs', 'swimming-pools', 'gyms', 'bakeries', 'beauty-spas', 'cafes', 'view-points', 'monuments', 'gardens']",[]
128,"['beaches', 'museums', 'malls', 'restaurants']",[],['pubs-bars'],"['burger-pizza', 'juice-bars']","['churches', 'resorts', 'parks', 'theatres', 'zoo', 'hotels-lodgings', 'art-galleries', 'dance-clubs', 'swimming-pools', 'gyms', 'bakeries', 'beauty-spas', 'cafes', 'view-points', 'monuments', 'gardens']",[]
129,"['beaches', 'museums', 'malls', 'restaurants', 'pubs-bars']",[],[],"['burger-pizza', 'juice-bars']","['churches', 'resorts', 'parks', 'theatres', 'zoo', 'hotels-lodgings', 'art-galleries', 'dance-clubs', 'swimming-pools', 'gyms', 'bakeries', 'beauty-spas', 'cafes', 'view-points', 'monuments', 'gardens']",[]
130,"['beaches', 'malls', 'restaurants', 'pubs-bars']",[],[],"['burger-pizza', 'hotels-lodgings', 'juice-bars']","['churches', 'resorts', 'parks', 'theatres', 'museums', 'zoo', 'art-galleries', 'dance-clubs', 'swimming-pools', 'gyms', 'bakeries', 'beauty-spas', 'cafes', 'view-points', 'monuments', 'gardens']",[]
131,"['resorts', 'beaches', 'parks', 'malls', 'restaurants']",[],['pubs-bars'],"['burger-pizza', 'hotels-lodgings', 'juice-bars']","['churches', 'theatres', 'museums', 'zoo', 'art-galleries', 'dance-clubs', 'swimming-pools', 'gyms', 'bakeries', 'beauty-spas', 'cafes', 'view-points', 'monuments', 'gardens']",[]
132,"['resorts', 'malls', 'restaurants', 'juice-bars', 'art-galleries']",[],['pubs-bars'],"['burger-pizza', 'hotels-lodgings']","['churches', 'beaches', 'parks', 'theatres', 'museums', 'zoo', 'dance-clubs', 'swimming-pools', 'gyms', 'bakeries', 'beauty-spas', 'cafes', 'view-points', 'monuments', 'gardens']",[]
133,"['malls', 'restaurants', 'juice-bars', 'art-galleries']",[],['pubs-bars'],"['burger-pizza', 'hotels-lodgings']","['churches', 'resorts', 'beaches', 'parks', 'theatres', 'museums', 'zoo', 'dance-clubs', 'swimming-pools', 'gyms', 'bakeries', 'beauty-spas', 'cafes', 'view-points', 'monuments', 'gardens']",[]
134,"['malls', 'restaurants', 'pubs-bars', 'art-galleries']",[],[],"['burger-pizza', 'hotels-lodgings', 'juice-bars']","['churches', 'resorts', 'beaches', 'parks', 'theatres', 'museums', 'zoo', 'dance-clubs', 'swimming-pools', 'gyms', 'bakeries', 'beauty-spas', 'cafes', 'view-points', 'monuments', 'gardens']",[]
135,"['malls', 'restaurants', 'pubs-bars', 'art-galleries']",[],[],"['burger-pizza', 'hotels-lodgings', 'juice-bars']","['churches', 'resorts', 'beaches', 'parks', 'theatres', 'museums', 'zoo', 'dance-clubs', 'swimming-pools', 'gyms', 'bakeries', 'beauty-spas', 'cafes', 'view-points', 'monuments', 'gardens']",[]
136,"['malls', 'restaurants', 'pubs-bars', 'art-galleries']",[],[],"['burger-pizza', 'hotels-lodgings', 'juice-bars']","['churches', 'resorts', 'beaches', 'parks', 'theatres', 'museums', 'zoo', 'dance-clubs', 'swimming-pools', 'gyms', 'bakeries', 'beauty-spas', 'cafes', 'view-points', 'monuments', 'gardens']",[]
137,"['malls', 'restaurants', 'pubs-bars', 'art-galleries']",[],[],"['burger-pizza', 'hotels-lodgings', 'juice-bars']","['churches', 'resorts', 'beaches', 'parks', 'theatres', 'museums', 'zoo', 'dance-clubs', 'swimming-pools', 'gyms', 'bakeries', 'beauty-spas', 'cafes', 'view-points', 'monuments', 'gardens']",[]
138,"['malls', 'restaurants', 'pubs-bars', 'art-galleries']",[],[],"['burger-pizza', 'hotels-lodgings', 'juice-bars']","['churches', 'resorts', 'beaches', 'parks', 'theatres', 'museums', 'zoo', 'dance-clubs', 'swimming-pools', 'gyms', 'bakeries', 'beauty-spas', 'cafes', 'view-points', 'monuments', 'gardens']",[]
139,"['malls', 'restaurants', 'pubs-bars', 'art-galleries']",[],[],"['burger-pizza', 'hotels-lodgings', 'juice-bars']","['churches', 'resorts', 'beaches', 'parks', 'theatres', 'museums', 'zoo', 'dance-clubs', 'swimming-pools', 'gyms', 'bakeries', 'beauty-spas', 'cafes', 'view-points', 'monuments', 'gardens']",[]
140,"['malls', 'restaurants', 'pubs-bars', 'art-galleries']",[],[],"['burger-pizza', 'hotels-lodgings', 'juice-bars']","['churches', 'resorts', 'beaches', 'parks', 'theatres', 'museums', 'zoo', 'dance-clubs', 'swimming-pools', 'gyms', 'bakeries', 'beauty-spas', 'cafes', 'view-points', 'monuments', 'gardens']",[]
141,"['malls', 'restaurants', 'pubs-bars', 'art-galleries']",[],[],"['burger-pizza', 'hotels-lodgings', 'juice-bars']","['churches', 'resorts', 'beaches', 'parks', 'theatres', 'museums', 'zoo', 'dance-clubs', 'swimming-pools', 'gyms', 'bakeries', 'beauty-spas', 'cafes', 'view-points', 'monuments', 'gardens']",[]
142,"['malls', 'restaurants', 'pubs-bars', 'art-galleries']",[],[],"['burger-pizza', 'hotels-lodgings', 'juice-bars']","['churches', 'resorts', 'beaches', 'parks', 'theatres', 'museums', 'zoo', 'dance-clubs', 'swimming-pools', 'gyms', 'bakeries', 'beauty-spas', 'cafes', 'view-points', 'monuments', 'gardens']",[]
143,"['malls', 'restaurants', 'pubs-bars', 'art-galleries']",[],[],"['burger-pizza', 'hotels-lodgings', 'juice-bars']","['churches', 'resorts', 'beaches', 'parks', 'theatres', 'museums', 'zoo', 'dance-clubs', 'swimming-pools', 'gyms', 'bakeries', 'beauty-spas', 'cafes', 'view-points', 'monuments', 'gardens']",[]
144,"['resorts', 'malls', 'restaurants']",[],['pubs-bars'],"['burger-pizza', 'hotels-lodgings', 'juice-bars']","['churches', 'beaches', 'parks', 'theatres', 'museums', 'zoo', 'art-galleries', 'dance-clubs', 'swimming-pools', 'gyms', 'bakeries', 'beauty-spas', 'cafes', 'view-points', 'monuments', 'gardens']",[]
145,"['resorts', 'malls', 'restaurants', 'pubs-bars', 'art-galleries']",[],[],"['burger-pizza', 'hotels-lodgings', 'juice-bars']","['churches', 'beaches', 'parks', 'theatres', 'museums', 'zoo', 'dance-clubs', 'swimming-pools', 'gyms', 'bakeries', 'beauty-spas', 'cafes', 'view-points', 'monuments', 'gardens']",[]
